manufacturer,model,age,odometer,fuel,transmission,engine_cc,max_power,seats,price,region,type,cylinders,drive
toyota,innova,11,125000,diesel,manual,2494,102.0,7,550000,,,,
mahindra,xuv500,4,37000,diesel,automatic,2179,140.0,7,1160000,,,,
volkswagen,polo,4,13500,petrol,manual,1198,74.0,5,520000,,,,
mahindra,scorpio,6,82000,diesel,manual,2179,120.0,8,925000,,,,
maruti,ertiga,8,42406,diesel,manual,1248,88.76,7,625000,,,,
mahindra,kuv,4,20000,petrol,manual,1198,82.0,6,450000,,,,
honda,city,6,65122,diesel,manual,1498,98.6,5,650000,,,,
honda,city,11,55000,petrol,manual,1497,118.0,5,325000,,,,
tata,tiago,3,7000,petrol,manual,1199,83.81,5,525000,,,,
maruti,wagon r,7,87500,cng,manual,998,58.2,5,340000,,,,
maruti,baleno,3,17000,petrol,manual,1197,83.1,5,625000,,,,
maruti,wagon r,5,30000,petrol,automatic,998,67.0,5,425000,,,,
maruti,celerio,2,19000,cng,manual,998,58.33,5,529000,,,,
hyundai,grand,6,13000,petrol,manual,1197,82.0,5,480000,,,,
hyundai,creta,3,65411,diesel,manual,1582,126.2,5,1360000,,,,
maruti,ciaz,3,20286,petrol,manual,1373,91.1,5,810000,,,,
maruti,vitara,4,50000,diesel,manual,1248,88.5,5,800000,,,,
maruti,swift,5,30000,petrol,manual,1197,81.8,5,575000,,,,
hyundai,i10,8,27562,petrol,automatic,1197,78.9,5,360000,,,,
land rover,rover,6,40000,diesel,automatic,2179,187.7,5,5000000,,,,
maruti,ertiga,3,23206,petrol,manual,1462,103.0,7,800000,,,,
maruti,alto,4,33000,petrol,manual,796,47.3,5,330000,,,,
hyundai,i20,6,190000,diesel,manual,1396,88.73,5,525000,,,,
maruti,ciaz,5,53000,petrol,manual,1373,91.1,5,635000,,,,
jeep,compass,4,21356,diesel,manual,1956,170.0,5,1645000,,,,
volkswagen,vento,9,33500,petrol,manual,1598,103.6,5,325000,,,,
hyundai,i20,8,80000,petrol,manual,1197,82.85,5,400000,,,,
honda,city,11,105000,petrol,automatic,1497,118.0,5,375000,,,,
honda,city,14,62683,petrol,automatic,1497,78.0,5,225000,,,,
maruti,swift,6,41000,diesel,manual,1248,74.0,5,545000,,,,
bmw,5,11,21000,petrol,automatic,2497,150.0,5,1399000,,,,
volkswagen,vento,11,106000,diesel,manual,1598,103.6,5,300000,,,,
volkswagen,polo,7,53000,petrol,automatic,1197,103.6,5,535000,,,,
maruti,alto,11,70000,petrol,manual,998,67.1,5,180000,,,,
hyundai,i20,9,40000,diesel,manual,1396,88.76,5,435000,,,,
skoda,rapid,5,66000,diesel,automatic,1498,103.52,5,750000,,,,
maruti,swift,7,41305,petrol,manual,1197,81.8,5,425000,,,,
honda,city,7,54027,diesel,manual,1498,98.6,5,545000,,,,
renault,kwid,4,36000,petrol,automatic,999,67.0,5,411000,,,,
ford,endeavour,4,43000,diesel,automatic,3198,197.0,7,2875000,,,,
skoda,octavia,4,50000,petrol,automatic,1798,177.5,5,1600000,,,,
audi,a6,8,74000,diesel,automatic,1968,174.33,5,1600000,,,,
maruti,swift dzire,13,82400,diesel,manual,1248,73.9,5,255000,,,,
maruti,alto,7,62485,petrol,manual,796,47.3,5,260000,,,,
maruti,ciaz,5,59000,diesel,manual,1248,88.5,5,710000,,,,
toyota,innova,5,65000,diesel,manual,2393,147.51,7,1700000,,,,
maruti,wagon r,9,30000,petrol,manual,998,67.1,5,300000,,,,
maruti,wagon r,8,57000,cng,manual,998,58.33,5,265000,,,,
toyota,glanza,2,9000,petrol,automatic,1197,81.8,5,890000,,,,
maruti,swift,6,20000,petrol,manual,1197,81.8,5,450000,,,,
ford,figo,6,26000,petrol,manual,1196,70.02,5,290000,,,,
honda,wr-v,4,27724,petrol,manual,1199,88.7,5,750000,,,,
tata,nexon,3,25000,diesel,manual,1497,108.5,5,1000000,,,,
hyundai,i20,9,48000,petrol,manual,1197,80.0,5,310000,,,,
hyundai,i20,6,55199,petrol,manual,1197,81.83,5,545000,,,,
honda,amaze,6,61058,diesel,manual,1498,98.6,5,475000,,,,
toyota,innova,4,60000,diesel,manual,2393,147.8,7,1625000,,,,
honda,city,7,36348,petrol,automatic,1497,117.3,5,695000,,,,
renault,kwid,3,15000,petrol,manual,799,53.3,5,331000,,,,
maruti,baleno,5,37072,petrol,manual,1197,83.1,5,615000,,,,
hyundai,i10,13,45000,petrol,manual,1086,68.05,5,210000,,,,
bmw,3,10,51000,diesel,automatic,1995,181.0,4,850000,,,,
mahindra,bolero,14,120000,diesel,manual,2523,63.0,7,250000,,,,
skoda,superb,7,79000,diesel,automatic,1968,138.1,5,975000,,,,
maruti,swift,3,16000,petrol,manual,1197,81.8,5,700000,,,,
honda,amaze,8,121877,diesel,manual,1498,98.63,5,425000,,,,
maruti,wagon r,7,44000,petrol,manual,998,67.04,5,325000,,,,
toyota,fortuner,4,60000,diesel,manual,2755,174.5,7,2400000,,,,
maruti,wagon r,9,80000,petrol,manual,998,67.1,5,275000,,,,
maruti,swift,11,82000,petrol,manual,1197,81.8,5,311000,,,,
hyundai,grand,5,28000,petrol,automatic,1197,82.0,5,511000,,,,
honda,city,6,23461,petrol,automatic,1497,117.3,5,820000,,,,
honda,jazz,4,19000,petrol,automatic,1199,88.7,5,735000,,,,
skoda,rapid,7,62063,petrol,automatic,1598,103.6,5,465000,,,,
maruti,wagon r,6,33766,petrol,manual,998,67.04,5,372000,,,,
audi,q7,8,128000,diesel,automatic,2967,241.4,7,1874000,,,,
maruti,swift dzire,10,95398,diesel,manual,1248,73.9,5,400000,,,,
volkswagen,vento,9,71000,petrol,manual,1598,103.6,5,425000,,,,
honda,city,6,51000,petrol,manual,1497,117.6,5,625000,,,,
tata,nexon,3,50000,diesel,manual,1497,108.5,5,725000,,,,
maruti,celerio,7,91000,cng,manual,998,58.2,5,310000,,,,
maruti,eeco,7,161209,petrol,manual,1196,73.0,5,250000,,,,
maruti,ciaz,5,33000,petrol,automatic,1373,91.1,5,725000,,,,
hyundai,i20,4,10000,petrol,manual,1197,81.83,5,700000,,,,
maruti,alto,10,50000,petrol,manual,796,46.3,5,185000,,,,
honda,jazz,4,32714,petrol,manual,1199,88.7,5,650000,,,,
tata,tiago,2,10000,petrol,manual,1199,84.0,5,550000,,,,
mahindra,bolero,5,80000,diesel,manual,2523,63.0,9,630000,,,,
volkswagen,vento,10,45000,petrol,manual,1598,103.6,5,335000,,,,
audi,a4,7,67700,diesel,automatic,1968,147.51,5,1550000,,,,
maruti,ertiga,4,53393,cng,manual,1373,80.46,7,800000,,,,
maruti,swift dzire,10,75220,diesel,manual,1248,73.9,5,390000,,,,
toyota,innova,13,142000,diesel,manual,2494,102.0,8,490000,,,,
ford,ecosport,5,56000,diesel,manual,1498,98.96,5,765000,,,,
maruti,swift,8,97000,petrol,manual,1197,85.8,5,400000,,,,
maruti,swift,6,40200,diesel,manual,1248,74.0,5,498000,,,,
datsun,go,5,29823,petrol,manual,1198,67.0,5,295000,,,,
bmw,3,6,65000,diesel,automatic,1995,184.0,5,1825000,,,,
maruti,wagon r,10,48000,petrol,manual,998,67.05,5,245000,,,,
audi,a4,9,85250,diesel,automatic,1968,140.0,5,1300000,,,,
honda,city,6,42000,petrol,manual,1497,117.3,5,615000,,,,
maruti,swift dzire,9,58000,petrol,manual,1197,85.8,5,430000,,,,
maruti,ignis,2,9343,petrol,automatic,1197,81.8,5,600000,,,,
mahindra,kuv,4,70000,petrol,manual,1198,82.0,6,350000,,,,
maruti,wagon r,5,22000,cng,manual,998,58.16,5,415000,,,,
volkswagen,vento,7,95000,diesel,manual,1498,103.2,5,550000,,,,
honda,city,2,25000,petrol,automatic,1497,117.6,5,1400000,,,,
maruti,vitara,3,66470,diesel,manual,1248,88.5,5,900000,,,,
hyundai,creta,5,27700,petrol,manual,1591,121.3,5,820000,,,,
skoda,octavia,4,40000,petrol,automatic,1798,177.0,5,1500000,,,,
bmw,3,6,40000,diesel,automatic,1995,188.0,5,2800000,,,,
volkswagen,vento,7,71000,diesel,manual,1498,108.6,5,510000,,,,
mahindra,bolero,9,100000,diesel,manual,2523,62.1,7,550000,,,,
tata,tiago,5,80000,petrol,manual,1199,84.0,5,370000,,,,
hyundai,i10,7,61696,petrol,manual,1086,68.05,5,335000,,,,
mahindra,xuv500,8,60000,diesel,manual,2179,140.0,7,600000,,,,
mercedes-benz,cls,10,103000,diesel,automatic,2143,204.0,4,700000,,,,
maruti,swift,3,35000,petrol,automatic,1197,81.8,5,600000,,,,
hyundai,i20,5,85000,diesel,manual,1396,88.73,5,550000,,,,
maruti,ertiga,6,42895,cng,manual,1373,80.46,7,690000,,,,
maruti,alto,5,9223,petrol,manual,796,47.3,5,300000,,,,
hyundai,verna,4,45910,diesel,manual,1582,126.2,5,925000,,,,
hyundai,i20,2,8405,petrol,manual,1197,81.86,5,590000,,,,
hyundai,creta,4,51050,diesel,manual,1582,126.2,5,1050000,,,,
tata,nexon,4,17000,petrol,manual,1198,108.5,5,690000,,,,
volkswagen,vento,7,59000,petrol,manual,1598,103.2,5,465000,,,,
toyota,innova,4,100000,diesel,automatic,2755,171.5,7,1575000,,,,
skoda,rapid,4,28000,petrol,automatic,1598,103.2,5,825000,,,,
mg,hector,2,8500,petrol,automatic,1451,141.0,5,1855000,,,,
hyundai,grand,5,13000,petrol,manual,1197,82.0,5,455000,,,,
ford,aspire,3,5000,petrol,manual,1196,86.8,5,680000,,,,
toyota,innova,9,130000,diesel,manual,2494,100.0,7,700000,,,,
honda,city,6,29000,petrol,manual,1497,116.3,5,524000,,,,
volkswagen,polo,3,11000,diesel,manual,1498,108.5,5,875000,,,,
hyundai,grand,5,198000,petrol,manual,1197,82.0,5,410000,,,,
renault,kwid,4,35000,petrol,automatic,999,67.0,5,349000,,,,
honda,city,5,5730,petrol,manual,1497,117.6,5,745000,,,,
maruti,swift dzire,9,14000,diesel,manual,1248,74.02,5,450000,,,,
maruti,eeco,2,50000,petrol,manual,1196,73.0,7,380000,,,,
maruti,swift dzire,3,50000,diesel,manual,1248,74.02,5,675000,,,,
honda,city,5,89682,petrol,automatic,1497,117.3,5,701000,,,,
mercedes-benz,e-class,10,100000,petrol,manual,1796,185.0,5,950000,,,,
skoda,superb,9,160000,diesel,automatic,1968,138.1,5,1050000,,,,
maruti,alto,4,27000,petrol,manual,796,47.3,5,290000,,,,
honda,city,6,67584,petrol,manual,1497,117.3,5,651000,,,,
hyundai,verna,7,56200,petrol,manual,1591,121.3,5,691000,,,,
volkswagen,vento,9,19519,petrol,manual,1598,103.6,5,347000,,,,
hyundai,verna,2,10000,petrol,manual,1591,121.3,5,999000,,,,
maruti,wagon r,9,62000,cng,manual,998,67.04,5,340000,,,,
porsche,macan,4,30350,petrol,automatic,1984,252.0,5,5995000,,,,
maruti,wagon r,7,27066,petrol,manual,998,67.05,5,325000,,,,
maruti,alto,3,20000,petrol,manual,998,67.05,5,375000,,,,
audi,a6,9,64000,diesel,automatic,1968,174.33,5,1650000,,,,
volkswagen,polo,6,37000,petrol,automatic,1197,103.6,5,575000,,,,
volkswagen,vento,4,20000,diesel,manual,1498,108.49,5,950000,,,,
hyundai,i10,9,30448,petrol,manual,1197,78.9,5,288000,,,,
volkswagen,polo,7,27363,petrol,automatic,1197,103.6,5,618000,,,,
maruti,ertiga,4,54688,cng,manual,1373,80.46,7,785000,,,,
hyundai,i20,6,35000,petrol,manual,1197,81.86,5,575000,,,,
volkswagen,polo,5,54162,diesel,manual,1498,88.8,5,575000,,,,
maruti,swift,8,100000,diesel,manual,1248,74.0,5,350000,,,,
maruti,alto,6,90145,petrol,manual,796,47.3,5,290000,,,,
maruti,alto,10,70000,petrol,manual,998,67.1,5,180000,,,,
maruti,swift,10,225000,diesel,manual,1248,74.0,5,325000,,,,
toyota,camry,7,60000,petrol,automatic,2494,158.2,5,1190000,,,,
renault,kwid,3,15300,petrol,manual,999,67.0,5,411000,,,,
bmw,5,8,35000,diesel,automatic,1995,190.0,5,1750000,,,,
hyundai,elantra,5,29000,diesel,automatic,1582,126.24,5,1351000,,,,
maruti,ciaz,6,78000,diesel,manual,1248,88.5,5,575000,,,,
honda,city,7,63351,diesel,manual,1498,98.6,5,579000,,,,
datsun,go,5,50000,petrol,manual,1198,67.0,7,350000,,,,
honda,jazz,6,41000,petrol,automatic,1199,88.7,5,615000,,,,
hyundai,grand,4,29000,petrol,manual,1197,81.86,5,521000,,,,
hyundai,verna,9,67000,diesel,manual,1582,126.32,5,535000,,,,
renault,kwid,4,11000,petrol,automatic,999,67.0,5,400000,,,,
mahindra,kuv,4,42000,petrol,manual,1198,82.0,6,475000,,,,
hyundai,i20,7,46500,petrol,manual,1197,82.9,5,425000,,,,
maruti,wagon r,8,40200,petrol,manual,998,67.1,5,325000,,,,
ford,ecosport,4,94500,diesel,manual,1498,98.96,5,775000,,,,
hyundai,i20,8,26000,petrol,manual,1197,82.85,5,355000,,,,
maruti,wagon r,7,135975,cng,manual,998,67.04,5,295000,,,,
hyundai,grand,4,21000,petrol,manual,1197,82.0,5,550000,,,,
honda,amaze,6,44000,diesel,manual,1498,98.6,5,600000,,,,
hyundai,i20,6,85000,diesel,manual,1396,88.76,5,630000,,,,
maruti,wagon r,5,64000,petrol,manual,1197,81.8,5,339000,,,,
honda,city,4,54000,petrol,automatic,1497,117.3,5,845000,,,,
toyota,innova,8,121000,diesel,manual,2494,102.0,8,895000,,,,
maruti,eeco,2,46000,cng,manual,1196,61.7,5,475000,,,,
maruti,alto,10,72000,petrol,manual,796,46.3,5,185000,,,,
bmw,x4,2,7099,diesel,automatic,2993,265.0,5,6500000,,,,
mahindra,scorpio,4,35000,diesel,automatic,2179,120.0,7,1135000,,,,
volkswagen,vento,8,50000,diesel,manual,1598,103.6,5,475000,,,,
honda,wr-v,4,44500,petrol,manual,1199,88.7,5,640000,,,,
maruti,eeco,4,73630,cng,manual,1196,73.0,5,395000,,,,
bmw,x1,8,180000,diesel,automatic,1998,192.0,5,945000,,,,
maruti,swift dzire,8,47500,diesel,manual,1248,74.0,5,625000,,,,
land rover,rover,10,78000,diesel,automatic,4367,335.3,5,3400000,,,,
honda,city,7,66852,diesel,manual,1498,98.6,5,625000,,,,
honda,city,5,47592,petrol,automatic,1497,117.3,5,845000,,,,
jeep,compass,4,17485,petrol,automatic,1368,160.0,5,1512000,,,,
hyundai,creta,4,49000,petrol,automatic,1591,121.3,5,1095000,,,,
hyundai,i20,9,36000,petrol,manual,1197,80.0,5,350000,,,,
toyota,innova,3,27000,diesel,automatic,2755,171.5,8,1845000,,,,
hyundai,elantra,3,34000,petrol,automatic,1999,149.92,5,1375000,,,,
toyota,innova,5,125000,diesel,manual,2393,147.8,8,1665000,,,,
toyota,innova,3,20000,diesel,manual,2393,147.8,8,1600000,,,,
maruti,celerio,4,22000,petrol,automatic,998,67.04,5,475000,,,,
maruti,swift,6,38000,petrol,manual,1197,81.8,5,485000,,,,
hyundai,grand,6,25000,petrol,manual,1197,82.0,5,475000,,,,
maruti,swift,8,195000,diesel,manual,1248,74.0,5,410000,,,,
maruti,baleno,4,22000,petrol,manual,1197,81.8,5,789000,,,,
maruti,ignis,4,33000,petrol,automatic,1197,81.8,5,575000,,,,
maruti,ciaz,2,5000,petrol,manual,1462,103.25,5,830000,,,,
maruti,swift dzire,3,25000,diesel,automatic,1248,74.02,5,870000,,,,
ford,endeavour,4,40700,diesel,automatic,3198,197.0,7,2850000,,,,
mahindra,scorpio,4,35373,diesel,manual,1997,120.0,9,975000,,,,
hyundai,grand,7,56229,petrol,manual,1197,82.0,5,450000,,,,
mercedes-benz,c-class,4,40000,diesel,automatic,2143,201.15,5,2850000,,,,
hyundai,grand,7,71000,diesel,manual,1120,70.0,5,400000,,,,
maruti,wagon r,9,63000,cng,manual,998,58.2,5,295000,,,,
mahindra,bolero,5,120000,diesel,manual,2523,62.1,7,560000,,,,
tata,tiago,5,90000,petrol,manual,1199,84.0,5,400000,,,,
maruti,swift,9,100000,diesel,manual,1248,74.0,5,450000,,,,
maruti,eeco,7,46311,cng,manual,1196,61.7,5,349000,,,,
bmw,5,6,55121,diesel,automatic,1995,177.0,5,2111000,,,,
toyota,fortuner,8,168000,diesel,automatic,2982,168.7,7,1350000,,,,
maruti,wagon r,8,40000,petrol,manual,998,67.1,5,320000,,,,
renault,kwid,4,18000,petrol,manual,999,67.0,5,315000,,,,
hyundai,santro,11,60000,petrol,manual,1086,62.1,5,175000,,,,
maruti,swift dzire,2,22000,diesel,automatic,1248,74.02,5,900000,,,,
maruti,wagon r,7,27000,petrol,manual,1197,81.8,5,370000,,,,
toyota,innova,10,118000,diesel,manual,2494,102.0,8,721000,,,,
maruti,ertiga,7,51000,petrol,manual,1373,93.7,7,599000,,,,
bmw,3,5,43000,diesel,automatic,1995,184.0,5,2250000,,,,
ford,figo,10,44000,petrol,manual,1196,70.0,5,251000,,,,
ford,figo,11,90000,petrol,manual,1196,70.0,5,200000,,,,
honda,city,8,61000,petrol,manual,1497,118.0,5,425000,,,,
hyundai,grand,7,47985,diesel,manual,1120,70.0,5,521000,,,,
hyundai,i20,8,167200,diesel,manual,1396,88.76,5,380000,,,,
tata,tiago,3,9000,petrol,automatic,1199,84.0,5,550000,,,,
toyota,innova,7,34000,diesel,manual,2494,100.6,7,1195000,,,,
maruti,wagon r,8,63000,cng,manual,998,67.04,5,351000,,,,
maruti,swift,4,58832,diesel,manual,1248,74.0,5,675000,,,,
maruti,ertiga,7,34200,petrol,manual,1373,93.7,7,575000,,,,
maruti,swift dzire,11,90000,petrol,manual,1298,85.8,5,275000,,,,
maruti,wagon r,8,43779,petrol,manual,998,67.04,5,320000,,,,
skoda,superb,6,59000,diesel,automatic,1968,138.03,5,1250000,,,,
toyota,innova,9,75000,diesel,manual,2494,100.0,8,830000,,,,
maruti,wagon r,5,72829,petrol,automatic,998,67.05,5,400000,,,,
maruti,alto,11,67789,petrol,manual,796,46.3,5,175000,,,,
hyundai,i20,5,23000,petrol,manual,1197,81.83,5,575000,,,,
maruti,alto,4,15798,petrol,manual,998,67.05,5,365000,,,,
maruti,s-presso,2,3000,petrol,manual,998,67.0,5,432000,,,,
honda,city,10,59000,petrol,manual,1497,118.0,5,345000,,,,
renault,kwid,5,25000,petrol,manual,799,53.3,5,270000,,,,
hyundai,santro,2,19000,petrol,automatic,1086,68.0,5,575000,,,,
bmw,5,8,25500,diesel,automatic,2993,218.0,5,2395000,,,,
honda,jazz,3,14000,petrol,automatic,1199,88.7,5,775000,,,,
hyundai,i20,3,31868,petrol,manual,1197,81.83,5,699000,,,,
honda,cr-v,6,44089,petrol,automatic,1997,141.1,5,1370000,,,,
bmw,3,8,22000,diesel,automatic,1995,170.0,5,1800000,,,,
maruti,baleno,4,41526,petrol,manual,1197,81.8,5,675000,,,,
mercedes-benz,e-class,8,63513,petrol,manual,1796,185.0,5,1125000,,,,
maruti,eeco,10,34304,petrol,manual,1196,72.42,5,299000,,,,
toyota,fortuner,4,109000,diesel,automatic,2982,168.5,7,2750000,,,,
toyota,fortuner,9,150000,diesel,automatic,2982,169.0,7,1400000,,,,
renault,duster,7,61125,diesel,manual,1461,108.45,5,550000,,,,
tata,safari,5,53000,diesel,manual,2179,147.94,7,845000,,,,
maruti,ciaz,4,40000,diesel,manual,1248,88.5,5,810000,,,,
mercedes-benz,e-class,6,75000,diesel,automatic,2143,201.1,5,1985000,,,,
ford,figo,3,40000,petrol,manual,1196,86.8,5,416000,,,,
skoda,rapid,7,54000,petrol,manual,1598,103.5,5,525000,,,,
volkswagen,polo,11,45000,petrol,manual,1198,74.0,5,265000,,,,
mercedes-benz,gl-class,8,70000,diesel,automatic,2987,254.8,7,3275000,,,,
honda,city,4,15000,petrol,manual,1497,117.6,5,1100000,,,,
hyundai,i20,7,94343,diesel,manual,1396,88.76,5,465000,,,,
maruti,ertiga,6,57748,cng,manual,1373,80.46,7,675000,,,,
volkswagen,vento,6,80000,diesel,manual,1498,103.2,5,600000,,,,
maruti,ciaz,4,67000,diesel,manual,1248,88.5,5,831000,,,,
skoda,rapid,6,40418,petrol,automatic,1598,103.52,5,575000,,,,
maruti,wagon r,4,51000,petrol,automatic,998,67.0,5,450000,,,,
toyota,innova,2,9154,diesel,manual,2393,147.8,7,2100000,,,,
maruti,ertiga,9,90000,petrol,manual,1373,93.7,7,480000,,,,
audi,a4,5,70000,diesel,automatic,1968,174.33,5,1685000,,,,
maruti,s-presso,2,8500,petrol,manual,998,67.0,5,430000,,,,
maruti,swift dzire,3,110000,diesel,manual,1248,74.0,5,540000,,,,
hyundai,i20,2,13000,petrol,manual,1197,81.86,5,620000,,,,
hyundai,elantra,6,49910,petrol,automatic,1797,147.5,5,829000,,,,
ford,ecosport,6,70553,diesel,manual,1498,89.84,5,600000,,,,
maruti,alto,4,5914,petrol,manual,998,67.05,5,345000,,,,
honda,amaze,8,80000,diesel,manual,1498,98.6,5,421000,,,,
hyundai,i10,10,15000,petrol,manual,1197,78.9,5,500000,,,,
honda,city,12,75000,petrol,manual,1497,118.0,5,300000,,,,
datsun,go,3,3300,petrol,manual,1198,67.05,7,550000,,,,
kia,seltos,2,10097,petrol,automatic,1353,138.0,5,1850000,,,,
audi,q7,12,67000,diesel,automatic,2967,241.4,7,1000000,,,,
hyundai,verna,4,12000,petrol,automatic,1591,121.3,5,1075000,,,,
hyundai,i20,10,71000,diesel,manual,1396,88.76,5,329000,,,,
maruti,wagon r,10,50000,cng,manual,998,58.2,5,225000,,,,
toyota,innova,7,140165,diesel,manual,2494,102.0,7,991000,,,,
maruti,swift dzire,9,61000,diesel,manual,1248,74.0,5,455000,,,,
maruti,ciaz,5,70000,diesel,manual,1248,88.5,5,680000,,,,
volkswagen,polo,5,63000,diesel,manual,1498,88.0,5,510000,,,,
maruti,swift,5,24000,petrol,manual,1197,81.8,5,521000,,,,
hyundai,i20,6,48488,petrol,manual,1197,81.83,5,525000,,,,
bmw,5,4,22000,diesel,automatic,1995,187.74,5,3350000,,,,
maruti,baleno,3,33635,diesel,manual,1248,74.0,5,850000,,,,
toyota,fortuner,6,11500,diesel,manual,2982,168.5,7,1951000,,,,
ford,freestyle,3,40000,diesel,manual,1498,98.63,5,650000,,,,
hyundai,verna,8,83000,petrol,automatic,1591,121.3,5,500000,,,,
hyundai,i20,6,17999,petrol,manual,1197,81.83,5,591000,,,,
hyundai,i20,2,12000,petrol,manual,1197,81.86,5,700000,,,,
maruti,wagon r,5,30000,cng,manual,998,58.2,5,375000,,,,
maruti,swift dzire,3,22000,petrol,automatic,1197,81.8,5,795000,,,,
hyundai,i20,6,50000,petrol,manual,1197,82.85,5,550000,,,,
hyundai,i20,5,43000,diesel,manual,1396,88.73,5,685000,,,,
hyundai,grand,6,75000,petrol,automatic,1197,82.0,5,495000,,,,
skoda,superb,6,59000,petrol,manual,1798,157.75,5,795000,,,,
volkswagen,polo,5,58000,petrol,automatic,1197,103.6,5,665000,,,,
maruti,ertiga,4,19000,diesel,manual,1248,88.5,7,875000,,,,
hyundai,grand,6,51765,petrol,manual,1197,82.0,5,500000,,,,
honda,city,10,100000,petrol,manual,1497,118.0,5,380000,,,,
honda,city,5,56210,petrol,manual,1497,100.0,5,700000,,,,
hyundai,i10,12,80000,petrol,manual,1197,78.9,5,180000,,,,
hyundai,creta,3,8400,diesel,manual,1396,88.7,5,1050000,,,,
hyundai,grand,6,55000,petrol,automatic,1197,82.0,5,525000,,,,
honda,wr-v,4,23039,diesel,manual,1498,98.6,5,750000,,,,
tata,safari,12,120000,petrol,manual,2092,127.0,7,490000,,,,
mahindra,xuv500,8,95000,diesel,manual,2179,140.0,7,750000,,,,
hyundai,verna,12,66000,diesel,manual,1493,113.42,5,375000,,,,
honda,city,11,161445,petrol,manual,1497,118.0,5,275000,,,,
maruti,eeco,5,5000,cng,manual,1196,61.7,5,490000,,,,
hyundai,i10,10,102000,petrol,automatic,1197,78.9,5,285000,,,,
skoda,octavia,2,4000,petrol,automatic,1798,178.0,5,2375000,,,,
honda,wr-v,4,110000,diesel,manual,1498,98.6,5,775000,,,,
audi,q7,5,40182,diesel,automatic,2967,245.0,7,4800000,,,,
honda,amaze,8,41000,petrol,manual,1198,86.7,5,365000,,,,
maruti,eeco,6,16000,cng,manual,1196,63.0,5,400000,,,,
maruti,swift,3,8260,petrol,manual,1197,81.8,5,582000,,,,
maruti,swift dzire,10,64000,diesel,manual,1248,73.9,5,395000,,,,
maruti,vitara,4,39100,diesel,manual,1248,88.5,5,790000,,,,
mahindra,scorpio,3,27000,diesel,manual,2523,75.0,7,950000,,,,
mahindra,thar,6,74000,diesel,manual,2523,63.0,7,551000,,,,
volkswagen,polo,7,13000,petrol,automatic,1197,103.6,5,650000,,,,
maruti,wagon r,3,15000,petrol,manual,998,67.04,5,480000,,,,
skoda,octavia,5,27000,petrol,automatic,1798,177.5,5,1170000,,,,
audi,a4,8,35000,diesel,automatic,1968,174.33,5,1375000,,,,
mahindra,xuv500,9,70000,diesel,manual,2179,140.0,7,740000,,,,
honda,city,3,15000,diesel,manual,1498,97.9,5,975000,,,,
skoda,superb,5,65000,petrol,automatic,1798,177.46,5,1575000,,,,
maruti,swift,5,13300,petrol,manual,1197,85.0,5,510000,,,,
honda,jazz,5,37000,petrol,automatic,1199,88.7,5,645000,,,,
audi,a6,7,50000,diesel,automatic,1968,174.33,5,1799000,,,,
mahindra,xuv500,4,62000,diesel,manual,2179,140.0,7,1345000,,,,
maruti,baleno,4,4414,petrol,manual,1197,83.1,5,640000,,,,
maruti,alto,5,24000,petrol,manual,796,47.3,5,275000,,,,
hyundai,i10,10,56653,petrol,manual,1086,68.05,5,300000,,,,
hyundai,i10,9,37590,petrol,automatic,1197,78.9,5,370000,,,,
maruti,swift,10,30000,petrol,manual,1197,85.0,5,350000,,,,
hyundai,i20,9,43784,petrol,manual,1197,82.85,5,415000,,,,
volkswagen,vento,7,56000,petrol,automatic,1197,103.2,5,610000,,,,
maruti,wagon r,14,35986,petrol,manual,998,67.1,5,150000,,,,
nissan,kicks,1,7500,diesel,manual,1461,108.5,5,850000,,,,
hyundai,i20,8,28000,petrol,manual,1197,82.85,5,425000,,,,
ford,figo,4,42267,diesel,manual,1498,99.0,5,600000,,,,
